id,Gender,Age,Height,Weight
702,Male,19.993154,1.762073,55.511075
703,Female,22.935612,1.732307,54.835576
704,Male,20.738469,1.7599330000000002,55.003417000000006
705,Female,22.993679999999998,1.741377,54.877111
706,Female,19.317148,1.731195,49.650897
707,Female,16.910997000000002,1.74823,49.928447
708,Female,19.071026999999997,1.7568650000000001,49.699672
709,Female,18.019572,1.7013779999999998,50.088468
710,Female,19.735968,1.699956,49.98297
711,Female,18.094079,1.723328,50.0
712,Female,19.054938,1.5858860000000001,42.541794
713,Female,20.850119,1.524926,42.0
714,Female,19.349258,1.5233700000000001,42.0
715,Male,17.0,1.8447490000000002,59.313525
716,Male,17.203917,1.853325,59.619485
717,Male,17.671064,1.8547060000000002,59.20945
718,Female,21.310907,1.7206400000000002,50.0
719,Female,21.708354,1.7041669999999998,50.165754
720,Female,22.176922,1.7174599999999998,51.491957
721,Female,17.823438,1.708406,50.0
722,Female,18.0,1.763465,50.279053000000005
723,Female,18.281092,1.7,50.0
724,Female,18.656912,1.574017,41.220175
725,Female,19.994543,1.537739,39.101805
726,Female,20.255616,1.534223,41.268597
727,Male,19.865895000000002,1.76033,55.3707
728,Male,17.888073000000002,1.841879,60.0
729,Male,18.470562,1.8564060000000002,58.673963
730,Male,17.925497,1.8291419999999998,59.933015000000005
731,Male,17.000752,1.822084,58.443049
732,Male,17.362129,1.8067099999999998,59.243506000000004
733,Male,18.0,1.707259,50.664459
734,Male,18.0,1.708107,51.314659000000006
735,Male,18.0,1.7393439999999998,50.951444
736,Female,19.029494,1.573987,44.316254
737,Female,19.269079,1.58092,44.753943
738,Female,19.946244,1.603435,45.0
739,Female,19.639431,1.53535,42.0
740,Female,19.0,1.5316100000000001,42.0
741,Female,19.434708999999998,1.525691,42.0
742,Male,18.0,1.719827,52.289828
743,Male,18.381382000000002,1.722547,53.783977
744,Male,18.0,1.738702,50.248677
745,Male,26.69858,1.816298,86.96376500000001
746,Male,21.125836,1.638085,70.0
747,Male,25.191627,1.813678,85.637789
748,Male,21.963457000000002,1.697228,75.5771
749,Male,21.0,1.617469,68.869791
750,Male,19.114981,1.855543,88.965521
751,Female,41.823567,1.721854,82.919584
752,Male,21.142432,1.8553529999999998,86.413388
753,Male,21.962426,1.696336,75.0
754,Female,18.836315,1.7516310000000002,80.0
755,Male,23.572648,1.698346,75.0
756,Female,33.700749,1.642971,74.803157
757,Female,21.845025,1.613668,68.12695500000001
758,Male,21.0,1.605404,68.226511
759,Female,35.125401000000004,1.529834,62.903938000000004
760,Female,36.769646,1.55,62.337720999999995
761,Female,21.868932,1.7312610000000002,78.175706
762,Male,22.549208,1.629194,70.0
763,Male,21.0,1.62,70.0
764,Male,21.0,1.62,70.0
765,Female,30.958957,1.633491,68.803694
766,Male,21.017383,1.752391,79.109637
767,Male,19.623573999999998,1.818226,85.83302900000001
768,Male,19.637947,1.8091009999999998,85.0
769,Male,21.413642000000003,1.709484,75.0
770,Male,21.029633,1.607082,67.722222
771,Female,22.667596,1.718939,75.951472
772,Male,20.0,1.831357,89.652557
773,Female,21.81119,1.6,66.40140699999999
774,Female,21.0,1.7548130000000002,77.929204
775,Male,18.128206,1.7784470000000001,80.27380699999999
776,Male,21.0,1.709561,75.0
777,Female,29.08107,1.674568,71.602622
778,Male,26.358919,1.7553169999999998,82.228794
779,Male,22.717249,1.708071,75.0
780,Male,19.816948999999997,1.806947,85.079589
781,Female,24.023972,1.599697,64.808022
782,Female,32.593129,1.721903,72.748903
783,Male,23.0,1.7125560000000002,75.48076400000001
784,Female,16.941489,1.551288,54.93241999999999
785,Female,16.172992,1.603842,65.0
786,Female,23.71259,1.588597,62.339003000000005
787,Female,35.194089,1.673482,73.193589
788,Male,23.172982,1.858624,88.675503
789,Female,37.218161,1.5938940000000001,63.320629000000004
790,Male,19.076442999999998,1.62,69.529625
791,Female,16.30687,1.616366,67.183128
792,Female,18.297229,1.6373959999999999,70.0
793,Female,18.610761,1.5507229999999999,60.628321
794,Female,17.451085,1.6,65.0
795,Male,29.740496000000004,1.820471,87.668828
796,Female,31.539393,1.6574959999999999,73.641633
797,Male,18.026457,1.7521229999999999,80.0
798,Male,19.47554,1.857231,88.138777
799,Female,19.0,1.76,79.54499799999999
800,Female,18.0,1.644682,68.392133
801,Female,18.270433999999998,1.737165,76.699774
802,Female,19.816228,1.507853,64.25937900000001
803,Male,28.391240000000003,1.8100599999999998,87.286783
804,Male,26.758515999999997,1.8017900000000002,86.981202
805,Male,21.033794,1.625891,70.0
806,Male,22.429812,1.64037,70.0
807,Male,26.650419,1.791047,83.26312
808,Male,21.618246,1.6793060000000002,75.0
809,Female,21.012542,1.615145,68.653347
810,Female,21.071195,1.616467,68.77185
811,Male,19.741201999999998,1.8167830000000003,86.52279899999999
812,Male,19.216379999999997,1.812472,86.748295
813,Female,42.24475,1.768231,75.62931
814,Male,22.283082,1.8709310000000001,89.251639
815,Male,21.086512,1.8636849999999998,89.558854
816,Male,23.451595,1.6702270000000001,75.0
817,Male,22.740275,1.7172880000000001,75.948164
818,Male,18.900253,1.750359,79.828725
819,Male,23.170309,1.707557,75.306702
820,Female,32.997118,1.6724459999999999,74.81270699999999
821,Female,32.501143,1.675979,74.959747
822,Female,21.938831,1.6112389999999999,67.939653
823,Female,21.909534,1.611356,68.06609
824,Male,21.0,1.62,70.0
825,Female,37.455752000000004,1.508908,63.183845999999996
826,Female,40.0,1.561109,62.871793999999994
827,Female,38.943282,1.554728,63.011644999999994
828,Female,21.987341,1.7301819999999999,78.55444
829,Female,21.198217,1.743841,78.88036
830,Male,21.0,1.62,70.0
831,Male,21.0,1.62,70.0
832,Male,21.0,1.62,70.0
833,Male,21.0,1.62,70.0
834,Male,21.0,1.62,70.0
835,Female,29.32038,1.642506,69.906708
836,Female,31.255587,1.69308,71.927379
837,Male,22.851773,1.752115,79.414603
838,Male,26.0,1.7450330000000003,80.0
839,Male,19.789291,1.820643,85.0
840,Male,19.895877,1.8073299999999999,85.073801
841,Male,19.693804,1.8,85.0
842,Male,19.226314000000002,1.814255,85.25563100000001
843,Male,21.652229000000002,1.7001810000000002,75.057177
844,Female,21.687409,1.604697,68.016472
845,Female,21.455463,1.611,68.107866
846,Female,21.0,1.7544970000000002,77.956921
847,Female,21.0,1.7529439999999998,77.965532
848,Male,19.337404,1.859927,87.105828
849,Male,21.701643,1.896073,90.52445999999999
850,Male,21.620245,1.605314,66.621646
851,Female,21.012569,1.7586279999999999,78.370039
852,Female,21.016623000000003,1.755427,78.300084
853,Female,19.0,1.779882,80.091886
854,Male,21.0,1.712061,75.0
855,Male,21.0,1.676014,75.0
856,Female,27.899784000000004,1.7,74.244004
857,Male,28.825222999999998,1.7658740000000002,82.045045
858,Male,26.047076999999998,1.74595,80.018571
859,Male,23.0,1.6901959999999998,75.0
860,Male,20.0,1.81748,85.0
861,Female,21.832995,1.580964,65.363941
862,Female,30.255744,1.652084,73.575981
863,Female,30.613585999999998,1.6455110000000002,69.16897800000001
864,Male,23.245407999999998,1.707968,75.383716
865,Female,18.0,1.456346,55.523481000000004
866,Female,18.0,1.498561,55.376512
867,Female,16.950499,1.603501,65.0
868,Female,21.837058,1.5580450000000001,63.597632999999995
869,Female,27.0,1.55,62.877347
870,Female,35.483601,1.647514,73.91691999999999
871,Male,23.801436,1.855779,86.098523
872,Male,23.367212,1.853223,87.08326600000001
873,Female,40.0,1.570811,62.211572
874,Female,16.38009,1.617124,67.913561
875,Female,16.865984,1.644053,67.439589
876,Female,16.093234,1.608914,65.0
877,Female,18.0,1.6479709999999999,68.818893
878,Female,18.83919,1.624831,69.975607
879,Female,19.726522,1.508267,61.10403
880,Female,18.947101999999997,1.518917,60.267427000000005
881,Female,17.781183,1.6,65.0
882,Male,33.100581,1.838791,87.85785
883,Female,33.251015,1.7303790000000001,75.920519
884,Female,18.985119,1.7591169999999998,80.0
885,Female,18.871917,1.755254,80.0
886,Male,19.478533,1.8040990000000001,85.196279
887,Male,19.429723000000003,1.813567,86.144904
888,Female,20.979254,1.75655,78.721696
889,Female,18.869151000000002,1.756774,79.989789
890,Female,18.236087,1.62,69.3899
891,Female,20.901393,1.709585,75.0
892,Female,17.08525,1.535618,57.259124
893,Male,25.785925,1.818848,87.032398
894,Male,26.787841999999998,1.817641,87.10731700000001
895,Male,21.037514,1.636592,70.0
896,Male,21.00829,1.621412,70.0
897,Male,26.703709999999997,1.802871,85.770013
898,Male,21.731497,1.6962009999999998,75.399191
899,Male,21.052894000000002,1.6946330000000003,75.0522
900,Female,21.0,1.618148,68.981403
901,Male,19.241058,1.856811,88.633616
902,Female,38.939448,1.738321,86.934846
903,Female,39.965474,1.739293,80.91438199999999
904,Male,20.261925,1.807538,85.316125
905,Male,20.31094,1.849425,85.228116
906,Male,21.420537,1.712473,75.0
907,Female,18.845518,1.753471,80.0
908,Male,23.562135,1.717432,75.37124399999999
909,Male,23.118326999999997,1.677573,75.0
910,Female,33.732714,1.679725,74.885222
911,Female,21.571288,1.600914,68.058902
912,Female,21.165574,1.6177489999999999,68.908136
913,Male,21.0,1.610209,68.86500799999999
914,Male,21.0,1.6125559999999999,69.463458
915,Female,38.692265,1.548178,62.341438000000004
916,Female,38.952866,1.568441,62.855073
917,Female,36.631456,1.532322,62.417228
918,Female,21.996118,1.7301990000000003,78.997062
919,Female,21.951309,1.7301669999999998,78.429312
920,Male,22.018228,1.6273959999999998,70.0
921,Male,21.0,1.62,70.0
922,Male,21.0,1.62,70.0
923,Male,21.0,1.62,70.0
924,Female,29.934465000000003,1.638744,69.242354
925,Female,31.166572,1.6808580000000002,71.81338000000001
926,Female,20.534606,1.758372,79.469513
927,Male,19.97166,1.822573,85.08436400000001
928,Male,19.627,1.815409,85.302146
929,Male,21.929387,1.6980490000000001,75.0
930,Female,21.009437,1.60681,67.773914
931,Female,21.538225,1.610327,67.999778
932,Male,22.828435,1.7104150000000002,75.14285799999999
933,Male,22.814657,1.716289,75.68843299999999
934,Male,19.576682,1.834715,89.429199
935,Female,21.814653,1.6118219999999999,67.140367
936,Female,21.979769,1.6,66.126964
937,Female,21.0,1.7535779999999999,77.97917
938,Female,21.0285,1.742364,78.664618
939,Male,18.721041,1.775626,80.113493
940,Male,21.0,1.7142529999999998,75.0
941,Male,21.0,1.693628,75.0
942,Female,29.463168,1.659172,71.170001
943,Male,24.284861,1.7763470000000001,82.329047
944,Male,26.288417,1.7678060000000002,82.694689
945,Male,23.455323999999997,1.702516,75.0
946,Male,19.637203,1.814182,85.301029
947,Female,22.239835999999997,1.59994,65.42394200000001
948,Female,31.626379999999997,1.666023,72.906186
949,Male,23.0,1.701584,75.09356899999999
950,Male,22.874658,1.713343,75.828119
951,Female,17.420269,1.489409,53.62060400000001
952,Female,17.807828,1.518067,55.822118999999994
953,Female,16.240576,1.616533,65.062945
954,Female,23.252457,1.589616,65.127324
955,Female,34.772902,1.6756119999999999,73.501233
956,Male,22.766227,1.874061,89.754302
957,Female,39.214514,1.580765,62.631381999999995
958,Male,19.858973000000002,1.62,69.575315
959,Female,16.370009,1.613921,66.73876899999999
960,Female,17.992717000000003,1.618683,67.193585
961,Male,19.179932,1.637537,70.0
962,Female,19.621545,1.566524,61.61600000000001
963,Female,19.755797,1.5423280000000001,63.856193000000005
964,Female,17.099014999999998,1.6,65.0
965,Female,17.258129999999998,1.600184,65.0
966,Male,29.153907,1.7736560000000001,87.070234
967,Female,32.278869,1.64602,74.14744300000001
968,Female,31.793937,1.65015,73.810728
969,Male,18.014332999999997,1.7510290000000002,80.0
970,Male,19.685,1.838266,89.496905
971,Male,19.506389000000002,1.8244490000000002,87.656029
972,Female,19.0,1.76,79.349221
973,Female,18.0,1.622241,68.250249
974,Female,18.003153,1.7299959999999999,75.816864
975,Female,18.052394,1.7252330000000002,75.970712
976,Female,19.774317,1.541039,64.726948
977,Male,21.180346,1.773766,89.28282
978,Male,21.793723999999997,1.75463,89.06822700000001
979,Male,20.880160999999998,1.6743270000000001,80.0
980,Male,21.18354,1.72,80.555875
981,Male,32.774488,1.913241,101.482054
982,Male,31.327609000000002,1.737984,82.523113
983,Male,29.956197999999997,1.703688,82.207978
984,Male,21.403420999999998,1.7163080000000002,80.0
985,Male,22.591439,1.65,80.0
986,Female,28.583944,1.57856,65.52274399999999
987,Male,38.825189,1.780846,85.687751
988,Male,35.217172999999995,1.8231680000000001,91.630257
989,Female,20.392665,1.525234,65.220249
990,Female,22.154854,1.481682,61.373868
991,Male,19.108795999999998,1.768578,87.803311
992,Female,20.70768,1.569878,69.743323
993,Female,20.634694,1.568188,67.904023
994,Male,22.052152,1.792527,89.994415
995,Male,22.869778,1.795311,89.86878399999999
996,Female,22.909992000000003,1.7000380000000002,80.0
997,Female,23.0,1.6686490000000003,80.458343
998,Male,24.679807,1.7,84.687554
999,Male,23.884211999999998,1.713825,83.952968
1000,Female,25.461411,1.7,78.05596800000001
1001,Male,31.333797999999998,1.8353810000000002,91.059595
1002,Male,24.108711,1.7,80.761409
1003,Female,28.830558,1.7,78.0
1004,Male,17.570089000000003,1.7,83.199034
1005,Female,19.027573999999998,1.659877,77.27265200000001
1006,Male,25.632447,1.836943,96.192662
1007,Male,22.94313,1.8196139999999998,93.08641899999999
1008,Male,23.285553,1.717775,85.312639
1009,Male,23.0,1.7918669999999999,90.0
1010,Female,25.19291,1.7,80.749657
1011,Male,34.389905999999996,1.68108,83.568035
1012,Female,26.595893,1.6607560000000001,78.574786
1013,Male,55.24625,1.7692689999999998,80.491339
1014,Male,34.543563,1.7651880000000002,85.0
1015,Male,21.808159,1.65,80.0
1016,Male,18.118277,1.654757,80.0
1017,Female,42.189023,1.6477680000000001,79.165306
1018,Male,22.0,1.6913029999999998,80.539
1019,Female,28.770852,1.532897,65.031879
1020,Female,25.483381,1.565288,64.84862700000001
1021,Female,21.67315,1.5,63.652330000000006
1022,Female,23.469538,1.507106,64.814109
1023,Male,23.0,1.7007400000000001,81.32297
1024,Male,23.0,1.715118,81.650778
1025,Female,38.464538,1.696423,78.967919
1026,Female,37.496175,1.6530880000000001,80.0
1027,Female,33.690239,1.6818419999999998,77.42646500000001
1028,Female,34.369686,1.652202,77.13322
1029,Male,31.426572999999998,1.848683,99.0
1030,Male,34.288249,1.835678,96.01850999999999
1031,Female,18.863875,1.560029,71.72806899999999
1032,Female,18.951144,1.621048,72.105856
1033,Male,19.671876,1.6994740000000002,78.0
1034,Male,50.832559,1.745528,82.130728
1035,Male,17.971574,1.720379,85.0
1036,Male,18.0,1.7587869999999999,85.050558
1037,Male,18.701766,1.704908,81.384224
1038,Female,34.389679,1.6913220000000002,77.56160200000001
1039,Male,17.178483,1.7862900000000002,95.277392
1040,Male,33.0816,1.7056169999999997,83.016968
1041,Male,33.270447999999995,1.733439,84.75383000000001
1042,Female,36.310292,1.701397,83.0
1043,Female,20.0,1.6252360000000001,74.433362
1044,Female,18.549437,1.545196,72.467862
1045,Male,34.243146,1.843172,92.69551
1046,Male,23.320120000000003,1.705813,82.011962
1047,Male,19.703095,1.704141,78.790936
1048,Male,19.223259,1.7060819999999999,78.073528
1049,Male,29.695603000000002,1.842943,93.798055
1050,Male,27.0,1.8809919999999998,99.623778
1051,Male,21.027662,1.7267740000000003,82.853749
1052,Male,33.015258,1.73196,84.315608
1053,Male,18.0,1.751278,86.963628
1054,Male,30.553096999999998,1.780448,88.431954
1055,Male,33.0,1.85,97.92035
1056,Male,24.911994,1.785241,88.03748
1057,Male,24.444846,1.7188450000000002,86.319887
1058,Female,19.911246,1.530248,68.85096999999999
1059,Female,34.204408,1.664927,80.386078
1060,Female,34.281681,1.6733330000000002,77.205685
1061,Male,23.384373999999998,1.725587,82.480214
1062,Female,43.238402,1.733875,86.94538
1063,Female,45.0,1.6759529999999998,79.66832
1064,Male,22.087389,1.786238,89.802492
1065,Male,21.378039,1.718534,80.0
1066,Male,31.398281,1.919543,101.544589
1067,Male,31.484494,1.707613,82.586893
1068,Male,21.709159,1.658393,80.0
1069,Female,30.711381,1.5368190000000002,65.912688
1070,Male,34.821442,1.805459,90.13868000000001
1071,Female,20.843363,1.521008,67.08312099999999
1072,Male,19.443639,1.744733,87.27989000000001
1073,Female,20.492077,1.529223,65.140408
1074,Male,22.944349,1.7997419999999997,89.98168000000001
1075,Female,23.0,1.681314,80.03720200000001
1076,Male,24.068939999999998,1.706912,85.743727
1077,Female,23.728707,1.663509,80.0
1078,Male,29.216019,1.7522650000000002,88.096062
1079,Male,24.751510999999997,1.735343,83.337721
1080,Female,28.977791999999997,1.7,78.0
1081,Male,17.441593,1.7,83.41407199999999
1082,Female,19.126145,1.633794,77.858532
1083,Male,24.122589,1.856759,95.887056
1084,Male,23.0,1.77433,90.0
1085,Female,28.824194,1.7,78.0
1086,Male,34.204611,1.719509,84.416515
1087,Female,28.167799,1.658202,78.0
1088,Male,55.13788100000001,1.6572209999999998,80.993213
1089,Male,34.970366999999996,1.7133479999999999,84.722222
1090,Male,20.986833999999998,1.6771779999999998,80.379575
1091,Female,38.378056,1.67805,77.224574
1092,Male,22.18881,1.7177220000000002,81.92990999999999
1093,Female,21.082384,1.486484,60.117993000000006
1094,Female,25.293201999999997,1.503379,64.34245899999999
1095,Male,23.0,1.718981,81.66995
1096,Female,39.170029,1.6883540000000001,79.278896
1097,Female,34.044229,1.665807,77.098973
1098,Male,33.182127,1.838441,97.029249
1099,Female,19.821996,1.653431,75.090439
1100,Male,19.149706,1.699818,78.0
1101,Male,46.491859000000005,1.7180970000000002,88.60087800000001
1102,Male,17.894784,1.7313889999999998,84.064875
1103,Male,18.88485,1.6996669999999998,79.67793
1104,Female,38.384177,1.6986259999999997,78.63730699999999
1105,Male,22.675679000000002,1.823765,96.945262
1106,Male,33.049121,1.7087419999999998,83.001642
1107,Female,37.205172999999995,1.6674689999999999,80.99337299999999
1108,Female,19.027417,1.588147,73.939268
1109,Male,37.492444,1.8350240000000002,92.368359
1110,Male,24.657598,1.7088,83.520113
1111,Male,18.011718,1.680991,79.752916
1112,Male,27.349745000000002,1.8352709999999999,97.58825999999999
1113,Male,18.0,1.742819,86.565148
1114,Male,33.009285,1.7411919999999999,84.773349
1115,Male,18.0,1.7597209999999999,86.0805
1116,Male,30.079371000000002,1.810616,92.860254
1117,Male,25.035915,1.7631009999999998,88.532032
1118,Female,18.198322,1.5433379999999999,71.799982
1119,Female,35.456326000000004,1.6518119999999998,79.437921
1120,Male,23.806789000000002,1.732492,84.557797
1121,Female,39.392569,1.7063490000000001,85.720788
1122,Male,21.384259,1.7806790000000001,89.667406
1123,Male,22.730414,1.758687,89.673648
1124,Male,21.20563,1.704573,80.0
1125,Male,21.333429000000002,1.716545,80.005809
1126,Male,32.787101,1.903832,99.812443
1127,Male,32.610018,1.7425380000000001,83.39098299999999
1128,Male,30.022598,1.747739,83.314157
1129,Male,21.123048,1.717037,80.0
1130,Female,22.989846,1.65,80.0
1131,Female,24.320154000000002,1.577921,65.29317900000001
1132,Male,37.275298,1.746055,83.282232
1133,Male,34.098174,1.8411509999999998,91.798103
1134,Female,21.001282,1.517998,64.696248
1135,Female,21.95994,1.483284,62.894282999999994
1136,Male,19.795269,1.7589720000000002,87.86143100000001
1137,Female,19.090023000000002,1.562434,70.442775
1138,Female,20.820455,1.547066,67.473282
1139,Male,22.087056,1.7924349999999998,89.998729
1140,Male,22.185756,1.784555,89.836692
1141,Female,22.980957,1.700216,80.473587
1142,Male,23.0,1.6721009999999998,80.93973299999999
1143,Male,24.190896,1.7,84.849349
1144,Male,23.94003,1.7213479999999999,83.986714
1145,Female,26.591628000000004,1.7,78.008388
1146,Male,31.264628000000002,1.803129,91.052215
1147,Female,23.629159,1.70002,80.420434
1148,Female,26.208134,1.7,78.041338
1149,Male,17.689057000000002,1.713599,83.285753
1150,Male,19.160970000000002,1.662728,77.47320400000001
1151,Male,25.457629999999998,1.8373990000000002,95.952027
1152,Male,22.988004,1.80827,91.363293
1153,Male,23.603191,1.7145080000000001,85.137113
1154,Male,22.882558,1.793451,89.90925899999999
1155,Female,23.586057999999998,1.7004990000000002,81.108599
1156,Male,34.432669,1.694997,84.45142299999999
1157,Female,25.472995,1.688911,78.434492
1158,Male,55.022493999999995,1.6733939999999998,80.400306
1159,Male,34.647036,1.7694990000000002,85.0
1160,Male,21.997335,1.65,80.0
1161,Male,18.181821,1.662669,79.863546
1162,Female,41.743333,1.67861,79.849252
1163,Male,21.473078,1.694423,80.311273
1164,Female,27.757187,1.5054370000000001,63.892070999999994
1165,Female,25.113537,1.505387,63.715219
1166,Female,21.82165,1.491441,62.269912
1167,Female,20.670975,1.509408,64.852953
1168,Male,22.649792,1.6850450000000001,81.02211899999999
1169,Male,23.154311,1.7230720000000002,82.338464
1170,Female,38.097395,1.696954,78.156035
1171,Female,37.642177000000004,1.6760950000000001,79.079738
1172,Female,34.176795,1.6810209999999999,77.392179
1173,Female,34.231083,1.6540669999999997,79.697278
1174,Male,31.965402,1.8407080000000002,98.259423
1175,Male,33.185660999999996,1.836007,97.41641700000001
1176,Female,18.741188,1.556789,71.78818100000001
1177,Female,19.955257,1.5891,72.713611
1178,Male,19.684891,1.700627,78.04820699999999
1179,Male,47.7061,1.7439349999999998,84.729197
1180,Male,17.997009,1.7426540000000001,85.0
1181,Male,17.971785999999998,1.754441,85.002884
1182,Male,20.432717,1.719342,80.790813
1183,Female,33.954433,1.6822529999999998,77.431678
1184,Male,17.039057999999997,1.7999020000000001,95.419668
1185,Male,33.070142,1.709428,83.014033
1186,Male,34.993835,1.7524560000000002,84.78375600000001
1187,Male,35.719457,1.685947,83.3258
1188,Female,19.005725,1.599999,73.513873
1189,Female,18.850466,1.5500530000000001,72.9518
1190,Male,31.540751,1.8280919999999998,91.49571800000001
1191,Male,23.335391,1.71338,82.085549
1192,Male,19.749627,1.680764,79.621463
1193,Male,19.565496,1.705584,78.025625
1194,Male,30.357745,1.841852,93.614246
1195,Male,27.0,1.834986,99.083478
